Geneid	C2_1Aligned.sortedByCoord.out.markDups	C1_1Aligned.sortedByCoord.out.markDups	K2_1Aligned.sortedByCoord.out.markDups	K1_1Aligned.sortedByCoord.out.markDups	C3_1Aligned.sortedByCoord.out.markDups	K3_1Aligned.sortedByCoord.out.markDups
CTC-273B12.7	0	0	0	0	0	0
CTC-281F24.5	22	13	20	20	14	27
CTC-295J13.3	0	0	0	0	0	0
CTC-326K19.6	0	0	0	0	0	0
CTC-360G5.8	0	0	0	0	0	0
CTC-398G3.6	0	0	0	0	0	0
CTC-429P9.4	0	0	0	0	0	0
CTC-432M15.3	0	0	0	0	0	0
CTC-435M10.3	0	0	0	0	0	0
CTC-441N14.4	0	0	0	0	0	0
CTC-454I21.3	0	0	0	0	0	0
CTC-479C5.12	20	27	25	23	22	40
CTC-479C5.6	0	0	0	0	0	0
CTC-487M23.8	0	0	0	0	0	0
CTC-490E21.12	0	0	0	0	0	0
CTC-512J12.6	0	0	0	0	0	0
CTC-518B2.8	0	0	0	0	0	0
CTC-534A2.2	65	33	56	76	56	82
CTC-554D6.1	0	0	0	0	0	0
CTC1	694	571	530	744	675	1147
CTCF	1635	1633	1675	1978	1893	2679
CTCFL	0	0	0	0	0	0
CTD-2006C1.10	0	0	0	0	0	0
CTD-2006C1.13	0	1	0	3	0	0
CTD-2010I16.2	0	0	0	0	0	0
CTD-2021K4.1	0	0	0	0	0	0
CTD-2105E13.6	0	0	0	0	0	0
CTD-2116N17.1	0	0	2	0	0	0
CTD-2132N18.2	0	2	1	2	3	0
CTD-2132N18.3	0	0	0	0	0	0
CTD-2135J3.4	0	0	0	0	0	0
CTD-2140B24.4	0	0	0	0	0	0
CTD-2192J16.17	0	0	0	0	0	0
CTD-2192J16.20	22	22	9	21	39	33
CTD-2192J16.22	227	261	220	285	244	341
CTD-2192J16.24	0	0	0	0	0	0
CTD-2200P10.1	0	0	0	1	0	2
CTD-2207O23.10	0	0	0	0	0	0
CTD-2207O23.12	0	0	0	0	0	0
CTD-2207O23.3	0	0	0	0	0	0
CTD-2265O21.8	0	0	0	0	0	0
CTD-2278I10.6	0	0	0	0	0	0
CTD-2313N18.7	0	0	0	0	4	0
CTD-2331H12.8	0	0	0	0	0	0
CTD-2349B8.1	0	0	0	0	0	0
CTD-2369P2.10	0	0	0	0	0	0
CTD-2369P2.12	0	0	0	0	0	0
CTD-2370N5.3	0	0	1	2	1	0
CTD-2410N18.5	0	0	0	0	0	0
CTD-2501B8.1	0	0	0	0	0	0
CTD-2510F5.6	0	0	0	0	0	0
CTD-2521M24.10	0	0	0	0	0	0
CTD-2521M24.13	17	1	7	4	12	15
CTD-2528L19.4	0	0	0	0	0	0
CTD-2535L24.2	0	0	0	0	0	0
CTD-2537I9.19	0	0	0	0	0	0
CTD-2545G14.7	0	0	0	0	0	0
CTD-2545M3.6	0	0	0	0	0	0
CTD-2550O8.5	0	3	0	0	2	3
CTD-2561J22.3	0	0	0	0	0	0
CTD-2568A17.1	3	0	2	8	1	7
CTD-2574D22.6	0	0	0	0	0	0
CTD-2575K13.6	39	22	36	42	25	91
CTD-2583A14.10	0	0	0	0	0	0
CTD-2583A14.9	0	0	0	0	0	0
CTD-2587H24.4	0	0	0	0	0	0
CTD-2616J11.11	0	2	1	5	5	9
CTD-2659N19.11	0	0	0	0	0	0
CTD-3074O7.11	0	0	0	0	0	0
CTD-3088G3.8	38	39	26	29	32	56
CTD-3105H18.14	30	38	9	24	29	46
CTD-3105H18.16	0	0	0	0	0	0
CTD-3105H18.18	0	0	0	0	0	0
CTD-3138B18.4	0	0	0	0	0	0
CTD-3148I10.9	0	0	0	0	0	0
CTD-3214H19.16	0	0	0	0	0	0
CTD-3214H19.4	0	0	0	0	0	0
CTD-3222D19.2	0	0	0	0	0	0
CTDNEP1	1609	1684	1556	1750	1524	2462
CTDP1	1223	1164	1140	1256	1409	1937
CTDSP1	2551	2643	1988	2683	2617	3317
CTDSP2	2331	2664	2233	3039	2635	3765
CTDSPL	0	0	0	0	0	0
CTDSPL2	1308	1591	1325	1894	1472	2512
CTF1	8	2	5	1	10	10
CTGF	42	22	28	42	44	51
CTH	56	49	63	133	43	123
CTHRC1	0	0	0	0	0	0
CTIF	455	443	481	592	647	939
CTLA4	0	0	0	0	0	0
CTNNA1	1538	1771	1717	1999	1655	2525
CTNNA2	17	13	22	21	12	35
CTNNA3	0	0	0	0	0	0
CTNNAL1	416	527	381	592	501	797
CTNNB1	1753	1709	1838	2148	2301	3068
CTNNBIP1	345	374	353	441	402	590
CTNNBL1	938	939	903	990	1152	1613
CTNND1	340	281	205	287	280	360
CTNND2	0	0	0	0	0	0
CTNS	350	362	386	451	403	611
CTPS1	1242	1173	1433	1929	1349	2508
CTPS2	217	307	251	429	291	468
CTR9	1197	1350	1268	1656	1391	2226
CTRB1	0	0	0	0	0	0
CTRB2	0	0	0	0	0	0
CTRC	2	5	0	2	3	2
CTRL	0	0	0	0	1	1
CTSA	2562	2222	2945	2868	2860	4788
CTSB	6623	5932	10244	8341	9012	15809
CTSC	3028	3304	3354	4629	3375	5750
CTSD	2118	1461	4840	2649	2867	6330
CTSE	0	0	0	0	0	0
CTSF	7	8	0	3	2	5
CTSG	7266	7908	8233	12444	6797	13660
CTSH	172	222	240	253	211	425
CTSK	274	223	191	251	297	398
CTSL	444	488	829	891	641	1434
CTSO	185	230	265	354	238	370
CTSS	2197	2472	2220	3046	2416	4226
CTSV	6	8	11	10	27	23
CTSW	14	4	1	5	4	6
CTSZ	2665	2651	3103	3122	3086	4815
CTTN	743	679	568	798	817	1181
CTTNBP2	1	0	0	2	0	0
CTTNBP2NL	110	105	133	113	140	195
CTU1	447	504	434	457	439	662
CTU2	565	522	609	738	536	946
CTXN1	7	11	17	22	14	30
CTXN2	0	0	0	0	0	0
CTXN3	0	0	0	0	0	0
CUBN	2	3	3	14	10	6
CUEDC1	339	249	430	323	390	625
CUEDC2	1196	1215	1202	1580	1217	1912
CUL1	806	968	767	1156	840	1427
CUL2	661	857	835	1051	798	1374
CUL3	1301	1544	1373	1767	1367	2330
CUL4A	3776	3524	3331	4413	4095	6232
CUL4B	786	804	706	990	927	1451
CUL5	581	617	608	884	562	1164
CUL7	908	891	836	1037	991	1426
CUL9	1375	1082	1115	1413	1434	2335
CUTA	1752	1902	1451	2230	1554	2370
CUTC	1046	1167	959	1478	1128	1810
CUX1	684	649	828	788	911	1475
CUX2	137	142	170	222	167	340
CUZD1	44	36	32	38	52	62
CWC15	675	789	521	882	689	1057
CWC22	896	1005	920	1283	1108	1709
CWC25	1077	997	954	1198	1137	1523
CWC27	769	855	673	858	883	1101
CWF19L1	1199	1158	1065	1364	1280	1908
CWF19L2	400	364	291	451	490	650
CWH43	0	0	0	0	0	0
CX3CL1	0	0	0	0	0	0
CX3CR1	549	741	476	627	787	752
CXADR	1	2	2	4	6	7
CXCL1	0	0	0	0	0	0
CXCL10	6	16	17	30	2	15
CXCL11	2	10	3	6	14	4
CXCL12	0	0	0	0	0	0
CXCL13	0	0	0	0	0	0
CXCL14	3	0	0	0	0	0
CXCL16	240	166	359	279	222	480
CXCL17	0	0	0	0	0	0
CXCL2	12	4	11	18	8	19
CXCL3	0	0	0	0	0	0
CXCL5	0	0	0	0	0	0
CXCL6	0	0	0	0	0	0
CXCL8	62	47	150	133	123	188
CXCL9	0	0	3	0	0	0
CXCR1	0	0	0	0	0	0
CXCR2	16	23	26	29	24	33
CXCR3	38	54	48	54	50	47
CXCR4	1541	1474	1637	2005	1941	3210
CXCR5	1	1	1	0	3	5
CXCR6	0	0	0	0	0	0
CXXC1	2341	2042	2056	2550	2437	3608
CXXC4	0	0	0	0	0	0
CXXC5	2545	2721	2331	2766	2732	3667
CXorf21	1623	1597	1539	1908	1892	2441
CXorf23	196	141	147	199	212	243
CXorf36	0	0	0	0	0	0
CXorf38	420	425	373	546	423	805
CXorf40A	311	312	279	334	344	495
CXorf40B	357	340	285	396	367	545
CXorf49	0	0	0	0	0	0
CXorf49B	0	0	0	0	0	0
CXorf51A	0	0	0	0	0	0
CXorf51B	0	0	0	0	0	0
CXorf56	464	516	564	658	620	870
CXorf57	280	286	234	410	295	386
CXorf58	0	0	3	1	0	4
CXorf65	5	0	7	5	9	17
CXorf66	0	0	0	0	0	0
CXorf67	0	0	0	0	0	0
CYB561	573	520	405	551	556	780
CYB561A3	1097	1092	1066	1204	1292	1654
CYB561D1	276	257	248	347	214	433
CYB561D2	209	194	167	250	186	250
CYB5A	0	0	0	0	0	0
CYB5B	1314	1544	1328	1887	1427	2391
CYB5D1	125	124	130	161	150	220
CYB5D2	220	206	205	229	274	381
CYB5R1	418	360	403	505	435	732
CYB5R2	5	0	0	2	0	0
CYB5R3	1778	1812	2031	2232	1987	3302
CYB5R4	707	811	832	1025	900	1352
CYB5RL	282	186	204	339	267	359
CYBA	7224	7527	6564	7489	7613	9407
CYBB	187	149	428	311	312	760
CYBRD1	488	489	462	581	631	984
CYC1	4913	5166	5006	6529	4614	8192
CYCS	3332	3925	4200	5317	3896	6674
CYFIP1	2510	2344	2714	3123	2738	4830
CYFIP2	119	105	184	173	191	328
CYGB	39	27	40	49	25	70
CYHR1	2136	1757	1704	1775	2239	2969
CYLC1	0	0	0	0	0	0
CYLC2	0	0	0	0	0	0
CYLD	820	785	792	971	998	1452
CYP11A1	0	0	0	0	0	0
CYP11B1	0	0	0	0	0	0
CYP11B2	0	0	0	0	0	0
CYP17A1	0	0	0	0	0	0
CYP19A1	8	9	16	8	8	20
CYP1A1	0	1	0	1	0	0
CYP1A2	0	0	0	0	0	0
CYP1B1	54	52	68	84	66	95
CYP20A1	156	164	164	226	213	262
CYP21A2	0	1	0	1	0	0
CYP24A1	0	0	0	0	0	0
CYP26A1	0	1	0	3	0	0
CYP26B1	92	57	50	74	74	82
CYP26C1	1	5	2	0	0	0
CYP27A1	25	19	23	28	54	58
CYP27B1	151	126	146	155	197	270
CYP27C1	0	0	0	2	2	0
CYP2A13	0	0	0	0	0	0
CYP2A6	0	0	0	0	0	0
CYP2A7	0	0	0	0	0	0
CYP2B6	0	0	0	0	0	0
CYP2C18	0	0	0	0	0	0
CYP2C19	0	0	0	0	0	0
CYP2C8	39	24	14	21	49	45
CYP2C9	0	0	0	4	0	0
CYP2D6	6	9	5	14	1	9
CYP2D7	37	14	18	29	23	46
CYP2E1	205	167	116	159	180	251
CYP2F1	3	3	1	0	8	4
CYP2J2	0	0	0	1	0	0
CYP2R1	455	442	383	583	503	722
CYP2S1	297	227	302	308	357	559
CYP2U1	0	3	0	0	0	0
CYP2W1	102	84	53	59	60	111
CYP39A1	0	0	0	1	0	0
CYP3A4	0	0	0	0	0	0
CYP3A43	0	0	0	0	0	0
CYP3A5	0	0	0	0	0	0
CYP3A7	0	0	0	0	0	1
CYP3A7-CYP3A51P	0	0	0	0	0	0
CYP46A1	107	49	40	69	99	98
CYP4A11	0	0	0	0	0	0
CYP4A22	0	0	0	0	0	0
CYP4B1	0	0	0	0	0	0
CYP4F11	6	1	9	2	3	20
CYP4F12	0	0	0	0	0	0
CYP4F2	1	1	5	1	4	8
CYP4F22	0	0	0	0	0	0
CYP4F3	5	0	3	2	1	6
CYP4F8	0	0	0	0	0	0
CYP4V2	852	902	617	929	961	1165
CYP4X1	0	0	0	0	0	0
CYP4Z1	0	0	0	0	0	0
CYP51A1	5	2	4	3	3	9
CYP7A1	0	2	0	2	0	2
CYP7B1	0	0	0	0	0	0
CYP8B1	0	0	0	0	0	0
CYR61	0	0	0	0	0	0
CYS1	0	0	0	0	0	0
CYSLTR1	407	451	347	457	475	508
CYSLTR2	0	2	1	3	0	4
CYSRT1	15	4	9	10	4	15
CYSTM1	294	281	323	385	312	450
CYTH1	1174	1031	1132	1236	1410	2027
CYTH2	1455	1284	1089	1257	1604	1775
CYTH3	430	540	523	623	437	919
CYTH4	4083	3743	3142	3558	4367	5108
CYTIP	250	195	243	258	379	450
CYTL1	0	0	0	0	0	0
CYYR1	0	0	0	0	0	0
D2HGDH	2200	1652	1712	2505	2212	3661
DAAM1	118	105	121	123	124	181
DAAM2	0	0	0	0	0	0
DAB1	0	0	0	0	0	0
DAB2	450	371	674	603	566	1001
DAB2IP	0	2	6	6	6	7
DACH1	1565	1889	1712	2362	1755	3093
DACH2	0	0	0	0	0	0
DACT1	0	0	0	0	1	0
DACT2	0	0	0	0	0	0
DACT3	27	29	35	14	44	53
DAD1	1256	1541	1260	1858	1329	2039
DAG1	357	306	319	422	401	549
DAGLA	110	86	152	153	138	267
DAGLB	887	908	876	1050	1097	1548
DALRD3	857	880	915	1121	960	1248
DAND5	11	4	3	3	7	0
DAO	4	0	0	0	0	0
DAOA	0	0	0	0	0	0
DAP	1701	1723	1747	2171	1603	2871
DAP3	4174	4174	3928	5165	4523	7403
DAPK1	2	0	8	5	2	13
DAPK2	1	9	6	9	5	4
DAPK3	1327	1310	1222	1293	1394	2050
DAPL1	0	0	0	0	0	0
DAPP1	632	648	646	783	721	1238
DARS	2548	2878	2496	3552	3115	5152
DARS2	907	1070	928	1467	1030	1683
DAW1	0	0	0	0	0	0
DAXX	2074	2013	1794	2227	2232	2985
DAZ1	0	0	0	0	0	0
DAZ2	0	0	0	0	0	0
DAZ3	0	0	0	0	0	0
DAZ4	0	0	0	0	0	0
DAZAP1	8926	8526	7705	8860	9699	13308
DAZAP2	6180	6881	6146	8243	7141	10756
DAZL	0	0	0	0	1	0
DBF4	589	703	599	903	738	1133
DBF4B	720	531	686	815	725	1125
DBH	0	1	0	0	0	0
DBI	2335	2545	2351	2929	2330	3523
DBN1	1956	2148	2051	2290	2320	3377
DBNDD1	69	83	59	88	81	118
DBNDD2	9	4	6	0	13	13
DBNL	2590	2255	2717	2943	2912	4588
DBP	283	279	250	295	266	446
DBR1	559	613	577	831	602	1024
DBT	377	397	340	507	392	663
DBX1	0	0	0	0	0	0
DBX2	1	0	0	0	0	0
DCAF1	948	990	856	1184	1112	1636
DCAF10	431	521	489	651	512	931
DCAF11	866	906	810	1046	811	1345
DCAF12	1778	1929	1643	2344	1893	2983
DCAF12L1	0	0	0	0	0	0
DCAF12L2	0	0	0	0	0	0
DCAF13	1516	1719	1718	2099	1656	3001
DCAF15	2170	1861	1699	2172	2181	2969
DCAF16	1078	850	804	1110	1220	1664
DCAF17	354	368	394	538	358	698
DCAF4	234	202	193	254	185	406
DCAF4L1	83	67	57	51	108	128
DCAF4L2	0	0	0	0	0	0
DCAF5	403	318	266	326	429	549
DCAF6	1205	1209	1075	1342	1479	2100
DCAF7	2543	2977	2754	3256	3173	4785
DCAF8	2144	1827	1583	2170	2444	3594
DCAF8L1	0	0	1	1	3	0
DCAF8L2	0	0	0	0	0	0
DCAKD	430	370	346	399	481	653
DCANP1	0	0	0	0	0	0
DCBLD1	692	565	551	705	768	1037
DCBLD2	73	68	38	65	45	135
DCC	0	0	0	0	0	0
DCD	0	0	0	0	0	0
DCDC1	0	0	0	3	0	0
DCDC2	0	1	0	0	0	1
DCDC2B	1	0	3	0	3	0
DCDC2C	0	0	0	0	0	0
DCHS1	33	20	16	33	36	35
DCHS2	0	0	0	0	0	0
DCK	632	679	620	854	586	1012
DCLK1	0	0	0	0	2	0
DCLK2	0	0	0	2	0	0
DCLK3	0	0	0	0	0	0
DCLRE1A	366	406	329	504	379	623
DCLRE1B	361	368	338	549	472	603
DCLRE1C	512	461	444	519	596	834
DCN	0	1	0	4	0	0
DCP1A	458	468	428	592	538	825
DCP1B	385	373	347	386	357	561
DCP2	1504	1577	1395	1999	1809	2645
DCPS	429	433	410	538	443	750
DCST1	1	0	1	1	1	0
DCST2	10	15	6	18	15	13
DCSTAMP	4	13	20	20	8	43
DCT	3	0	1	0	0	8
DCTD	1543	1743	1542	2071	1643	2589
DCTN1	1534	1484	1515	1891	1685	2803
DCTN2	1884	1911	1589	2254	1890	2956
