Gene,MOLM13_sgNT_R1,MOLM13_sgNT_R2
AC023141.13,0,0
AC023141.2,0,0
AC023141.3,0,0
AC023141.4,0,0
AC023141.5,0,0
AC023141.6,0,0
AC023141.7,0,0
AC023141.8,0,0
AC023141.9,0,0
AC023154.1,0,0
AC023157.1,0,0.281
AC023157.2,3.804,3.613
AC023158.1,0,0
AC023158.2,0,0
AC023161.1,0,0
AC023162.1,0,0
AC023194.1,0,0
AC023194.2,0,0
AC023194.3,0,0
AC023200.1,0,0
AC023202.1,0,0
AC023206.1,0,0
AC023232.1,0,0.709
AC023237.1,0,0
AC023245.1,0,0
AC023245.2,0,0
AC023271.2,0,0
AC023274.1,0,0
AC023274.2,0,0
AC023282.1,0,0
AC023283.1,0.076,0.071
AC023296.1,0.34,0.46
AC023300.1,0,0
AC023300.2,0,0
AC023300.3,0,0
AC023301.1,0,0
AC023302.1,0,0.274
AC023302.2,0,0
AC023310.1,0,0
AC023310.2,0,0
AC023310.3,0,0
AC023310.4,0,0
AC023347.1,0,0
AC023355.2,0.201,0.129
AC023385.1,0,0
AC023389.2,0.126,0
AC023389.3,0.229,0.635
AC023394.1,0,0
AC023394.2,0,0
AC023403.1,0,0
AC023421.1,0,0
AC023424.1,0.159,0
AC023424.2,0,0
AC023442.1,0,0
AC023442.2,0,0
AC023442.3,0,0
AC023449.1,1.419,0.437
AC023468.1,0,0
AC023469.1,0,0
AC023469.2,0,0
AC023480.1,0,0
AC023481.1,0,0
AC023483.1,0.233,0.215
AC023490.4,0.068,0.062
AC023490.6,0.204,0
AC023490.7,0,0
AC023494.1,0,0
AC023503.1,0,0
AC023509.1,0.278,0.214
AC023509.2,0.03,0.028
AC023509.3,1.504,2.26
AC023509.5,0,0
AC023509.6,0,0
AC023510.1,0,0
AC023510.2,0,0
AC023511.1,0,0
AC023511.2,0,0
AC023511.3,0,0
AC023512.1,0.292,0
AC023513.1,0,0.083
AC023538.1,0.099,0
AC023575.1,0,0
AC023590.1,0.025,0
AC023593.1,0.227,0.093
AC023595.1,0,0
AC023632.1,0.194,0
AC023632.2,0.41,0.308
AC023632.3,0,0
AC023632.4,0,0
AC023632.5,0,0
AC023644.1,0,0
AC023669.1,0,0
AC023669.2,0,0
AC023762.1,0,0
AC023781.1,0,0.051
AC023787.1,0,0
AC023787.2,0,0
AC023787.3,0,0
AC023790.1,0,0
AC023790.2,0,0
AC023794.2,0.015,0
AC023794.3,0,0
AC023794.4,0,0
AC023794.5,0,0.048
AC023794.6,0,0
AC023794.7,0.034,0
AC023796.1,0,0
AC023796.2,0,0
AC023798.1,0,0
AC023813.1,0,0
AC023813.2,0,0.144
AC023813.3,0.27,0.375
AC023813.4,0,0
AC023818.1,0.184,0.057
AC023824.1,0,0
AC023824.2,0,0
AC023824.3,0,0
AC023824.4,0,0
AC023824.5,0,0
AC023824.6,0,0
AC023825.1,0,0
AC023825.2,0,0
AC023827.1,0,0
AC023830.1,0,0
AC023830.2,0,0
AC023830.3,0.05,0.231
AC023855.2,0,0
AC023866.1,0,0
AC023866.2,0,0
AC023905.1,0,0
AC023906.1,1.608,1.338
AC023906.2,0,0
AC023906.3,0,0
AC023906.4,0.474,0.438
AC023906.5,105.331,98.657
AC023908.1,0,0
AC023908.2,0,0
AC023908.3,0.263,0.133
AC023932.1,0,0
AC023934.1,0,0
AC023946.1,0,0
AC023968.1,0,0
AC023968.2,3.056,2.569
AC023983.1,0,0
AC023983.2,0.13,0.12
AC023992.1,0,0
AC024022.1,0,0
AC024023.1,0,0
AC024028.1,0,0.02
AC024060.2,9.144,8.182
AC024067.1,0,0
AC024075.1,21.885,18.753
AC024075.2,8.854,8.369
AC024075.3,0,0
AC024082.1,0,0
AC024082.2,0,0
AC024084.2,0,0
AC024085.1,0,0
AC024132.1,0,0
AC024132.3,0,0
AC024132.4,0,0
AC024145.1,0,0
AC024149.1,0,0
AC024153.1,0,0
AC024158.1,0,0
AC024198.1,0,0
AC024224.1,0,0
AC024224.2,0,0
AC024230.1,0,0
AC024236.1,0,0.009
AC024243.1,0,0
AC024255.1,0,0
AC024257.1,0,0
AC024257.2,0,0
AC024257.3,0.164,0.247
AC024257.4,0,0.147
AC024257.5,0,0
AC024267.2,0,0
AC024267.3,0,0
AC024267.4,0,0
AC024267.5,0,0
AC024267.6,0,0
AC024267.7,0,0
AC024270.1,0.361,0.167
AC024270.2,0,0
AC024270.3,0,0
AC024270.4,0,0.16
AC024270.5,0.029,0.027
AC024288.1,0,0
AC024293.1,124.798,138.648
AC024337.1,0.045,0.041
AC024337.2,0,0
AC024341.1,0,0
AC024361.1,0,0
AC024361.2,0,0
AC024361.3,0,0
AC024382.1,0,0
AC024405.1,0,0
AC024405.2,0,0
AC024451.1,0,0
AC024451.2,0,0
AC024451.3,0,0
AC024451.4,0.484,0.806
AC024475.1,0,0.288
AC024475.2,0,0
AC024475.3,0,0.041
AC024558.1,0,0
AC024558.2,0,0
AC024559.1,0,0
AC024559.2,0.112,0.052
AC024560.1,0,0
AC024560.2,0.049,0.045
AC024560.3,0,0
AC024560.4,0.2,0.232
AC024560.5,0,0
AC024563.1,0,0
AC024563.2,0,0
AC024568.1,0.153,0.17
AC024569.1,0,0
AC024575.2,1.816,2.568
AC024579.1,0,0
AC024580.1,0,0
AC024580.2,1.297,1.499
AC024580.3,0,0
AC024581.1,0,0
AC024581.2,0,0
AC024587.1,0,0
AC024587.2,0,0
AC024588.1,0,0
AC024589.1,0,0
AC024589.3,0,0
AC024590.1,0,0
AC024592.1,0,0
AC024592.2,0,0
AC024592.3,0,0
AC024595.1,0,0
AC024597.1,0,0
AC024598.1,0,0
AC024603.1,0,0
AC024610.1,0,0
AC024610.2,0,0
AC024614.1,0,0
AC024614.2,0,0
AC024614.3,0,0
AC024614.4,0,0
AC024619.1,0,0
AC024619.2,0,0
AC024619.3,0,0
AC024619.4,0.692,1.279
AC024651.1,0,0
AC024651.2,0,0
AC024651.3,0,0
AC024681.1,0,0
AC024681.2,0,0
AC024730.1,0,0
AC024884.1,0.183,0.338
AC024884.2,0.058,0.108
AC024896.1,0,0.052
AC024901.1,0,0
AC024908.1,0,0
AC024909.1,0.42,0.418
AC024933.1,0.419,1.355
AC024933.3,0,0
AC024937.1,0,0
AC024937.2,0,0
AC024937.3,0,0
AC024940.1,0.192,0.133
AC024940.2,0,0.019
AC024940.3,0.481,0.556
AC024940.4,0,0
AC024940.5,0,0
AC024940.6,1.23,2.132
AC024941.1,0,0
AC024941.2,0,0
AC024958.1,0,0
AC024995.1,0,0
AC024996.1,0,0
AC025030.1,0,0
AC025030.2,0,0
AC025031.1,0.13,0
AC025031.2,0,0
AC025031.3,0.198,0.732
AC025031.4,0.134,0.103
AC025031.5,0.029,0.053
AC025033.1,0,0
AC025034.1,0,0
AC025034.2,0,0
AC025038.1,0,0
AC025040.1,0,0
AC025040.2,0,0.036
AC025043.1,0.233,0.216
AC025048.1,0,0
AC025048.2,0.518,0.521
AC025048.3,0,0
AC025048.4,0.417,0.385
AC025048.5,0,0
AC025048.6,0.251,0.058
AC025048.7,0,0
AC025062.1,0.113,0.105
AC025062.2,0,0
AC025062.3,0,0
AC025125.1,0,0
AC025154.1,0,0
AC025154.2,0,0
AC025160.1,0,0
AC025161.1,2.342,2.052
AC025162.1,0.258,0.119
AC025162.2,0.26,0.12
AC025164.2,0.038,0.007
AC025164.3,0,0
AC025165.1,0,0
AC025165.2,0.208,0.193
AC025165.3,0.522,0.563
AC025165.4,0.505,1.245
AC025165.5,3.782,2.447
AC025165.6,0,0
AC025166.1,0.279,0.258
AC025171.1,12.54,11.797
AC025171.2,7.919,7.679
AC025171.3,3.811,3.448
AC025171.4,2.644,2.059
AC025171.5,0.871,0.659
AC025174.1,0.741,0.228
AC025175.1,0.261,0.081
AC025175.2,0,0
AC025176.1,0.998,3.137
AC025178.2,0.612,0.485
AC025180.1,0,0
AC025181.1,0,0.324
AC025181.2,13.627,11.843
AC025183.1,0,0
AC025183.2,0,0
AC025183.3,0,0
AC025186.1,0,0.077
AC025187.1,0,0
AC025188.1,0,0
AC025198.1,0.348,1.125
AC025211.1,0,0
AC025244.1,0,0
AC025244.2,0,0
AC025252.2,0,0
AC025252.3,0,0
AC025253.1,0,0
AC025253.2,0,0
AC025254.1,0,0
AC025257.1,0.194,0
AC025259.1,0.113,0
AC025259.2,0.094,0
AC025260.2,0,0
AC025262.1,0.069,0
AC025262.2,0,0.187
AC025262.3,0,0
AC025263.1,0.026,0.048
AC025263.2,0,0
AC025263.3,0,0
AC025265.1,0.548,0.57
AC025265.2,0,0
AC025265.3,0,0
AC025268.1,0,0
AC025271.1,0,0.157
AC025271.2,0,0
AC025271.3,0,0
AC025271.4,0,0
AC025272.1,0,0
AC025277.1,0,0
AC025278.1,0,0
AC025278.2,0,0
AC025278.4,0,0
AC025279.1,0.076,0.07
AC025279.2,0,0
AC025279.3,0,0
AC025280.1,0,0
AC025280.2,0,0
AC025280.3,0,0
AC025281.1,0,0
AC025283.1,0,0.092
AC025283.2,0,0
AC025284.1,0,0
AC025287.1,0,0
AC025287.2,0.109,0
AC025287.3,0.291,0
AC025287.4,0,0
AC025287.5,0,0
AC025300.1,0,0
AC025366.1,0,0
AC025370.1,0,0.231
AC025370.2,0.945,1.201
AC025419.1,0,0
AC025423.1,2.338,2.522
AC025423.2,0,0
AC025423.3,0,0
AC025423.4,0.743,1.03
AC025423.5,0,0
AC025426.1,0,0
AC025428.1,0,0
AC025430.1,0,0
AC025431.1,0,0
AC025434.1,0,0
AC025437.1,0,0
AC025437.2,0,0
AC025437.3,0,0
AC025437.4,0,0
AC025437.5,0,0
AC025437.6,0,0
AC025442.1,0,0.42
AC025442.2,0.663,0.766
AC025445.1,0,0
AC025449.1,10.33,9.423
AC025449.2,0,0
AC025458.1,1.012,0.312
AC025459.1,0,0
AC025465.1,0,0
AC025465.2,0,0
AC025465.3,0,0
AC025465.4,0,0
AC025470.1,0,0
AC025470.2,0,0
AC025472.1,0.364,0.421
AC025475.1,0,0
AC025475.2,0,0
AC025508.1,0,0.023
AC025518.1,0.21,0.582
AC025521.1,0,0
AC025524.1,0,0
AC025538.1,0,0
AC025539.1,0,0
AC025554.1,0,0
AC025566.1,0,0
AC025569.1,11.43,11.351
AC025572.1,0,0
AC025574.1,0,0
AC025575.1,0,0
AC025575.2,0,0
AC025576.1,0,0
AC025576.2,0,0
AC025576.3,0,0
AC025578.1,0,0
AC025580.1,0,0
AC025580.2,0,0
AC025580.3,0,0
AC025588.1,0.035,0.033
AC025588.2,0,0
AC025588.3,0,0
AC025588.4,0,0
AC025594.1,0,0
AC025594.2,0.461,0.853
AC025614.3,0,0
AC025627.1,0,0
AC025627.2,0,0
AC025627.3,0,0
AC025627.4,0,0
AC025647.3,0,0
AC025674.1,0,0
AC025674.2,0,0
AC025678.1,0,0
AC025678.2,0,0
AC025678.3,0.317,0.195
AC025682.2,1.173,0.976
AC025741.1,0,0
AC025750.1,0,0
AC025752.1,0,0
AC025754.1,0,0
AC025754.2,0,0
AC025755.1,0,0
AC025756.1,0,0
AC025766.1,0.891,0.494
AC025768.1,0,0
AC025773.1,0,0
AC025774.1,0,0
AC025809.1,0,0
AC025809.2,0,0
AC025810.1,0,0
AC025811.1,0,0
AC025822.1,0,0
AC025822.2,0,0
AC025839.1,0,0
AC025857.1,0,0
AC025857.2,3.674,2.264
AC025871.1,0,0
AC025871.2,0.57,1.186
AC025871.3,0.176,0.244
AC025881.1,0,0
AC025884.1,0,0
AC025884.2,0,0
AC025884.3,0,0
AC025887.1,0,0
AC025887.2,0,0
AC025917.1,0,0
AC025918.1,0,0
AC025918.2,0,0
AC025946.1,0,0
AC025946.2,0,0
AC025947.1,0,0
AC026100.1,0,0
AC026108.1,0,0
AC026108.2,0,0
AC026111.1,0,0.113
AC026116.1,0,0
AC026117.1,0,0
AC026120.1,0,0
AC026120.2,0,0
AC026120.3,0,0
AC026124.1,0,0
AC026124.2,0.666,1.027
AC026150.1,0,0
AC026150.2,2.602,2.75
AC026150.3,0.063,0
AC026150.4,0,0
AC026166.1,0,0
AC026167.1,0,0
AC026185.1,0,0
AC026191.1,0.044,0.041
AC026202.1,0,0
AC026202.2,0.108,0.802
AC026202.3,0,0.06
AC026241.1,0,0
AC026254.1,0,0
AC026254.2,0.222,0.274
AC026271.1,8.864,7.496
AC026271.2,0,0
AC026271.3,0,0
AC026271.5,0,0
AC026304.1,1.558,1.561
AC026310.1,0,0
AC026310.2,0.2,0.185
AC026310.3,0,0
AC026316.1,0,0
AC026316.2,0,0
AC026316.3,0,0
AC026316.4,0,0
AC026316.5,0,0
AC026318.1,0,0
AC026320.1,0,0
AC026320.2,0,0
AC026320.3,0,0
AC026329.1,0,0
AC026333.1,0,0
AC026333.2,0,0
AC026333.3,0,0
AC026333.4,0.536,0.248
AC026336.1,0,0
AC026336.2,0,0
AC026336.3,0,0
AC026336.4,0,0
AC026336.5,0,0
AC026341.1,0.046,0
AC026341.2,0,0
AC026341.3,0,0
AC026347.2,0,0
AC026348.1,0,0
AC026353.1,0.05,0
AC026355.2,0,0
AC026355.3,0,0
AC026355.4,0,0
AC026356.1,2.953,2.631
AC026356.2,0.365,0.338
AC026357.1,0,0
AC026358.1,0,0.03
AC026362.1,0.091,0.012
AC026362.2,0.052,0.109
AC026366.1,0,0
AC026367.1,0.119,0.331
AC026367.2,0,0
AC026367.3,0.123,0.228
AC026368.1,0.211,0.391
AC026369.1,0,0
AC026369.2,0.066,0.061
AC026369.3,0,0
AC026371.1,0,0
AC026391.1,0,0
AC026396.1,0,0
AC026401.1,0,0
AC026401.2,0.435,0.402
AC026401.3,52.456,53.233
AC026402.1,0,0
AC026402.2,0,0
AC026403.1,19.265,28.315
AC026407.1,0,0
AC026408.1,0,0
AC026410.1,0.199,0.122
AC026410.2,0.467,0
AC026410.3,4.67,3.526
AC026412.1,6.259,5.867
AC026412.2,0.136,0.251
AC026412.3,0,0
AC026412.4,0,0
AC026414.1,0,0
AC026415.1,0,0
AC026421.1,0,0
AC026422.1,0,0
AC026427.1,0,0
AC026427.2,0,0
AC026433.1,0,0
AC026434.1,0,0
AC026436.1,0.54,0.748
AC026444.1,0,0
AC026458.1,0,0
AC026458.2,0,0
AC026461.1,0,0
AC026461.2,0,0
AC026461.3,0,0
AC026462.1,1.873,1.55
AC026462.2,0,0
AC026462.3,0,0
AC026462.4,0,0
AC026462.5,0,0
AC026464.1,0,0
AC026464.2,0,0
AC026464.3,0,0
AC026464.4,0,0
AC026464.5,0,0
AC026464.6,0,0
AC026468.1,0,0
AC026469.1,0,0
AC026470.1,0,0
AC026470.2,0,0
AC026470.3,0,0
AC026471.1,7.055,6.634
AC026471.2,0.302,0.279
AC026471.3,0.756,0.466
AC026471.4,4.706,4.351
AC026471.5,0,0
AC026471.6,0.076,0
AC026474.1,0,0
AC026477.1,0,0.109
AC026495.1,0,0
AC026495.2,0,0
AC026512.1,0,0
AC026523.1,0,0
AC026523.2,0.009,0.009
AC026523.3,0,0
AC026523.4,1.192,0.63
AC026583.1,0,0
AC026585.1,0,0
AC026616.1,0,0
AC026620.1,0,0
AC026620.2,0,0
AC026624.1,0,0
AC026634.2,0,0
AC026688.1,0,0
AC026688.2,0,0
AC026689.1,0.113,0.209
AC026691.1,0.325,0.434
AC026700.1,0.115,0.212
AC026703.2,0,0
AC026704.1,0,0
AC026719.1,0,0
AC026725.1,0,0
AC026726.1,0,0
AC026726.2,0,0
AC026736.1,0,0
AC026740.1,5.25,4.003
AC026740.2,0,0
AC026740.3,0,0
AC026741.1,0.391,0.331
AC026746.1,0,0
AC026748.1,0,0.021
AC026748.3,3.354,3.733
AC026765.2,0,0
AC026765.3,0,0
AC026765.4,0,0
AC026770.1,0,0
AC026771.1,0,0
AC026774.1,0,0
AC026774.2,0,0
AC026780.1,0,0
AC026780.2,0,0
AC026781.1,0,0
AC026782.1,0,0
AC026782.2,0,0
AC026785.1,0,0
AC026785.2,0,0.155
AC026785.3,0,0
AC026786.1,0,0
AC026786.2,0.186,0.172
AC026787.1,0,0
AC026790.2,0,0
AC026797.1,0,0
AC026798.1,0,0
AC026801.1,0,0
AC026801.2,0,0
AC026803.1,0,0
AC026803.2,0.231,0.641
AC026803.3,0,0
AC026826.1,0,0
AC026826.2,0,0
AC026826.3,0,0
AC026877.1,8.864,7.475
AC026884.1,0,0
AC026887.1,0,0
AC026888.1,0,0
AC026894.3,0,0
AC026898.1,0,0
AC026904.1,0.977,1.232
AC026904.2,0,0
AC026950.2,0,0
AC026951.1,0.03,0.055
AC026951.2,0,0
AC026954.1,0.056,0
AC026954.2,0.142,0.026
AC026954.3,0,0
AC026956.1,0,0
AC026956.2,0,0
AC026979.1,0,0
AC026979.2,4.339,4.179
AC026979.3,2.598,3.446
AC026979.4,3.161,3.304
AC026991.1,0,0
AC026991.2,0,0
AC026992.1,0.148,0
AC026992.2,0,0
AC027013.1,0,0
AC027018.1,0,0
AC027020.1,0,0
AC027020.2,0.427,0.959
AC027031.1,0,0
AC027031.2,3.792,4.169
AC027045.1,0,0
AC027045.2,0,0
AC027045.3,0,0
AC027088.1,0,0
AC027088.2,0,0
AC027088.3,0,0
AC027088.4,0,0
AC027088.5,0,0
AC027097.1,7.143,8.852
AC027097.2,2.259,2.385
AC027104.1,0.321,0.692
AC027117.1,0,0.016
AC027117.2,0.429,0.132
AC027119.1,0,0
AC027124.1,0,0
AC027124.2,0,0
AC027128.1,0,0
AC027129.1,0,0
AC027130.1,0,0
AC027139.1,0,0
AC027139.2,0,0
AC027176.1,0,0
AC027176.2,0,0
AC027176.3,0,0
AC027216.1,0,0
AC027228.1,0,0
AC027228.2,0,0
AC027228.3,0,0.053
AC027229.1,0,0
AC027237.3,0,0.103
AC027237.4,0.186,0.172
AC027237.5,0.077,0.214
AC027237.6,0,0
AC027238.1,0,0
AC027243.2,0,0.089
AC027243.3,0.704,0.186
AC027243.4,0,0
AC027250.1,0,0.213
AC027250.2,0.939,0.965
AC027251.1,0,0
AC027271.1,0.358,0.221
AC027277.1,0,0
AC027277.2,0,0
AC027279.1,0.017,0.016
AC027279.2,0,0.085
AC027279.3,0,0
AC027279.4,0,0
AC027281.1,0,0
AC027281.2,0,0
AC027287.1,0.05,0
AC027287.2,0,0
AC027288.1,0,0
AC027288.2,0,0
AC027288.3,0,0
AC027290.2,0.301,0.139
AC027290.3,0.351,0.433
AC027307.1,0,0
AC027307.2,95.179,93.175
AC027307.3,4.703,5.328
AC027308.1,0,0
AC027309.1,0,0
AC027309.2,1.897,2.456
AC027309.3,0,0
AC027313.1,0,0
AC027315.1,0,0
AC027319.1,0,0
AC027319.2,0,0
AC027320.1,0,0
AC027329.1,0,0
AC027334.1,0,0
AC027335.1,0,0
AC027335.2,0,0
AC027338.1,0.177,0.163
AC027338.2,0,0
AC027343.1,0,0
AC027343.2,0,0
AC027343.3,0,0
AC027345.1,0,0
AC027348.1,0,0
AC027348.2,0,0
AC027369.1,0,0
AC027369.2,0,0
AC027369.3,0,0
AC027369.4,0,0
AC027369.5,0,0
AC027369.6,0,0
AC027373.1,0.447,0.295
AC027419.1,0,0
AC027419.2,0,0
AC027449.1,0,0
AC027451.1,0,0
AC027455.1,0,0
AC027458.1,0,0
AC027506.1,0,0
AC027514.1,0.182,0.21
AC027514.2,0,0
AC027541.1,0,0
AC027544.1,0,0.778
AC027544.2,0.116,0.107
AC027544.3,0,0
AC027559.1,0,0
AC027575.1,0,0
AC027575.3,2.114,1.724
AC027584.1,0,0
AC027601.1,0.845,0.852
AC027601.2,0.016,0
AC027601.3,0,0
AC027601.4,0.239,0.221
AC027601.5,0.117,0.054
AC027601.6,0.43,0.467
AC027607.1,0.136,0.505
AC027612.1,0,0
AC027612.2,0,0
AC027612.3,1.322,1.287
AC027612.4,0,0
AC027612.5,0,0
AC027613.1,0,0
AC027627.1,0,0
AC027644.1,2.2,2.487
AC027644.2,0,0
AC027644.3,29.562,25.397
AC027644.4,0.088,0.049
AC027667.1,0,0
AC027673.1,0,0
AC027682.1,0.243,0.375
AC027682.2,0.217,0
AC027682.3,0.352,0
AC027682.4,0.185,0.057
AC027682.5,0,0.254
AC027682.6,0.165,0.229
AC027682.7,0.206,0.159
AC027688.1,0,0
AC027688.2,0,0
AC027698.1,0,0
AC027702.2,0.082,0.114
AC027763.1,0,0.094
AC027763.2,0.27,0.375
AC027779.1,0,0
AC027796.1,0.427,0.132
AC027796.2,0.847,0.196
AC027796.3,0.015,0
AC027796.4,0.167,0.077
AC027796.5,0.13,0
AC027801.1,0.312,0.321
AC027801.2,0,0
AC027801.3,0,0.097
AC027801.4,0,0
AC027801.5,0.35,0.162
AC027804.1,0,0
AC027806.1,0,0
AC027807.1,0,0
AC027807.2,0,0
AC027808.1,0,0
AC027808.2,0,0
AC027811.1,0,0
AC032011.1,0,0
AC032019.1,0,0
AC032019.2,0,0
AC032044.1,0,0
AC032044.2,0,0
AC034102.1,0.603,0.446
AC034102.2,0,0
AC034102.3,0,0
AC034102.4,1.175,1.086
AC034102.5,0.27,0.249
AC034102.6,0,0.156
AC034102.7,0,0
AC034102.8,0,0
AC034105.1,0,0
AC034105.2,0,0
AC034105.3,0,0
AC034105.4,0,0
AC034105.5,0,0
AC034110.1,0,0
AC034111.1,0.019,0
AC034111.2,0.099,0.114
AC034114.1,0,0
AC034114.2,0,0
AC034139.1,0,0
AC034148.1,0,0
AC034154.1,0,0
AC034159.1,0,0
AC034159.2,0,0
AC034187.1,0,0
AC034187.3,0,0
AC034187.4,0,0
AC034187.5,0,0
AC034193.1,0,0.057
AC034195.1,0,0
AC034198.1,0,0
AC034198.2,1.286,1.321
AC034199.1,0.033,0
AC034205.1,0,0
AC034205.2,0,0
AC034205.3,0,0
AC034206.1,0,0
AC034207.1,0.077,0
AC034213.1,0,0
AC034222.1,0,0
AC034222.2,0,0
AC034223.1,0,0
AC034223.2,0,0.159
AC034226.1,0.15,0
AC034228.1,0,0
AC034228.2,0,0
AC034228.3,0,0
AC034229.1,0,0
AC034229.2,0,0
AC034229.3,0,0
AC034229.4,1.487,1.375
AC034229.5,0,0.364
AC034229.6,0,0
AC034231.1,11.397,11.917
AC034232.1,0,0
AC034234.1,0,0
AC034236.1,64.066,66.637
AC034236.2,0.941,0.83
AC034236.3,0.316,0
AC034238.2,0,0
AC034238.3,0,0
AC034238.4,0,0
AC034243.1,0,0
AC034244.2,0,0
AC034244.3,0,0
AC034245.1,0,0
AC034268.1,0,0
AC034268.2,0,0
AC035139.1,0,0.247
AC035139.2,0,0
AC035140.1,0,0
AC036101.1,0,0
AC036103.1,0.074,0
AC036108.1,0,0
AC036108.2,0,0
AC036108.3,0,0
AC036111.1,0,0
AC036111.2,0,0
AC036111.3,0,0
AC036164.1,0,0
AC036176.1,1.207,0.858
AC036176.2,0,0
AC036176.3,0,0
AC036178.1,0,0
AC036214.1,0.047,0
AC036214.2,11.044,10.137
AC036214.3,1.241,1.412
AC036214.4,0,0
AC036222.3,0,0
AC036222.4,0,0
AC037193.1,0,0
AC037198.1,0,0
AC037198.2,0,0
AC037433.1,0,0
AC037441.1,0,0
AC037441.2,0,0
AC037450.1,0,0
AC037459.1,0,0.056
AC037459.2,3.497,3.968
AC037459.3,0,0
AC037459.4,0.395,0.679
AC037471.1,0,0
AC037471.2,0,0
AC037479.1,0.117,0
AC037486.1,0,0
AC037487.1,0.059,0
AC037487.2,0,0
AC037487.3,4.554,0.601
AC037487.4,0,0
AC039056.1,0,0
AC039056.2,0.285,0.527
AC040160.1,0.027,0.05
AC040160.2,0,0
AC040162.1,0.985,0.829
AC040162.2,0.464,0.858
AC040162.3,0.746,0.379
AC040163.1,0,0
AC040168.1,0,0
AC040168.2,0,0
AC040169.1,2.937,3.879
AC040169.2,0.072,0
AC040169.3,1.071,2.091
AC040169.4,0,0
AC040173.2,0.041,0.076
AC040174.1,0,0
AC040174.2,0,0
AC040896.1,0.304,0.141
AC040904.1,0,0.604
AC040914.1,0,0
AC040926.1,0,0
AC040934.1,0.71,1.05
AC040936.1,0,0
AC040958.1,0,0
AC040963.1,0,0
AC040970.1,5.762,5.378
AC040975.1,0,0
AC040977.1,5.31,5.303
AC040977.2,0,0
AC040978.1,0,0
AC041005.1,0.245,0.226
AC041039.1,0,0
AC041040.1,0,0
AC044781.1,0,0
AC044784.1,0,0
AC044787.1,3.22,2.552
AC044792.1,0,0
AC044798.1,0,0
AC044798.2,0,0
AC044798.3,0,0
AC044802.1,0.025,0
AC044802.2,0.839,1.863
AC044810.1,0,0.095
AC044810.2,0,0
AC044810.3,0,0
AC044836.1,1.33,0.983
AC044839.1,0,0
AC044839.2,0,0
AC044839.3,0,0
AC044840.1,0,0
AC044849.1,0.308,0.759
AC044860.1,0,0.066
AC044860.2,0,0
AC044860.3,0,0
AC044873.1,0,0
AC044893.1,0.203,0.375
AC044893.2,0,0
AC044913.2,0,0
AC046129.1,0,0
AC046130.1,0,0
AC046130.2,0,0
AC046130.3,0.186,0.049
AC046134.1,0,0
AC046134.2,0.102,0.123
AC046143.1,0.569,0.592
AC046143.2,2.792,1.29
AC046144.1,0,0
AC046158.1,0,0
AC046158.2,0,0
AC046158.3,0,0
AC046158.4,0,0
AC046168.1,0,0
AC046168.2,0.119,0.055
AC046176.1,1.744,1.382
AC046185.1,0,0
AC046185.2,0,0.163
AC046185.3,0.08,0.222
AC046195.1,0,0
AC046195.2,0,0
AC048334.1,0,0.424
AC048337.1,0.132,0.488
AC048338.1,0.053,0
AC048338.2,0,0
AC048341.1,0.235,0.356
AC048341.2,1.187,1.372
AC048344.1,0,0
AC048344.2,0,0
AC048344.3,0,0
AC048344.4,0.691,0.767
AC048346.1,0,0
AC048347.1,0,0
AC048351.2,0.473,0.729
AC048352.1,0.017,0
AC048380.1,0,0
AC048380.2,0,0.095
AC048380.3,0.092,0
AC048382.1,0.072,0.066
AC048382.2,0,0.274
AC048382.3,0,0
AC048382.4,0,0
AC048382.5,0.139,0.367
AC048382.6,0.417,0.33
AC048383.1,0,0
AC048387.1,0,0
AC051618.1,0,0
AC051619.1,0,0
AC051619.10,0,0
AC051619.2,0,0
AC051619.3,0,0
AC051619.4,0,0
AC051619.5,0.122,0.113
AC051619.6,0.234,0
AC051619.7,0.473,0
AC051619.9,0,0
AC051635.1,0,0
AC051649.1,0,0
AC053481.1,0,0
AC053481.2,0,0
AC053481.3,0,0
AC053481.4,0,0
AC053503.1,0.046,0.042
AC053503.2,0,0
AC053503.3,0,0
AC053503.4,0.344,0.53
AC053503.5,0,0
AC053503.6,0,0
AC053513.1,0.06,0
AC053513.2,0.79,0.73
AC053516.1,0,0
AC053527.2,0.532,0.492
AC053545.1,0.016,0
AC055714.1,0.06,0.028
AC055716.1,0.147,0
AC055716.2,0,0.11
AC055716.3,0,0
AC055717.1,0,0
AC055717.2,0,0
AC055717.3,0,0
AC055720.2,0,0
AC055723.1,0,0
AC055731.1,0,0
AC055733.1,0,0
AC055733.2,0,0
AC055733.3,0,0
AC055733.5,0,0
AC055736.1,0,0
AC055753.1,0,0
AC055758.1,0,0
AC055758.2,0,0
AC055764.1,0.154,0
AC055764.2,0.109,0.201
AC055788.1,0,0
AC055788.2,0,0
AC055807.1,0,0
AC055811.1,0,0
AC055811.2,0.172,0.438
AC055811.3,0,0
AC055811.4,1.246,1.498
AC055813.1,0,0
AC055822.1,0,0
AC055839.1,0,0
AC055839.2,0.045,0
AC055840.1,0,0
AC055854.1,0.033,0.061
AC055855.2,0.291,0.808
AC055855.3,0,0
AC055860.1,0,0
AC055872.1,0,0
AC055872.3,0,0
AC055873.1,0,0
AC055874.1,0,0
AC055876.1,21.216,20.453
AC055876.2,0.232,0.214
AC055876.3,2.024,2.105
AC055876.4,0,0
AC055876.5,0,0
AC055878.1,0,0
